"Periodo","Total"
"2009-1",40
"2009-2",40
"2010-1",58
"2010-2",62
"2011-1",90
"2011-2",86
"2012-1",114
"2012-2",110
"2013-1",141
"2013-2",138
"2014-1",160
"2014-2",138
"2015-1",132
"2015-2",130
"2016-1",143
"2016-2",138
"2017-1",150
"2017-2",154
"2018-1",184
"2018-2",162
"2019-1",208
"2019-2",178
