"Periodo";"Total"
"2008-1";1726
"2008-2";1669
"2009-1";1732
"2009-2";1710
"2010-1";1888
"2010-2";1658
"2011-1";1957
"2011-2";1615
"2012-1";1755
"2012-2";1427
"2013-1";1540
"2013-2";1455
"2014-1";1537
"2014-2";1648
"2015-1";1799
"2015-2";1619
"2016-1";1777
"2016-2";1702
"2017-1";1815
"2017-2";1676
"2018-1";1816
"2018-2";1835
"2019-1";1817
"2019-2";1652
"2020-1";1801
"2020-2";1442
"2021-1";1667
