"Periodo","Total"
"2015-1",51
"2015-2",54
"2016-1",56
"2016-2",90
"2017-1",158
"2017-2",73
"2018-1",220
"2018-2",172
"2019-1",261
"2019-2",79
"2020-1",200
"2020-2",197
