"Periodo";"Total"
"2009-1";415
"2009-2";381
"2010-1";404
"2010-2";351
"2011-1";304
"2011-2";324
"2012-1";252
"2012-2";286
"2013-1";294
"2013-2";297
"2014-1";280
"2014-2";257
"2015-1";319
"2015-2";312
"2016-1";351
"2016-2";341
"2017-1";368
"2017-2";363
"2018-1";353
"2018-2";302
"2019-1";89
"2019-2";520
"2020-1";406
"2020-2";312
