"Periodo";"Total"
"2009-1";474
"2009-2";365
"2010-1";663
"2010-2";457
"2011-1";626
"2011-2";422
"2012-1";625
"2012-2";529
"2013-1";633
"2013-2";451
"2014-1";439
"2014-2";530
"2015-1";618
"2015-2";481
"2016-1";626
"2016-2";504
"2017-1";615
"2017-2";499
"2018-1";536
"2018-2";459
"2019-1";536
"2019-2";454
"2020-1";567
"2020-2";454
