"Periodo","Total"
"2009-1",106
"2009-2",150
"2010-1",170
"2010-2",178
"2011-1",258
"2011-2",290
"2012-1",334
"2012-2",341
"2013-1",405
"2013-2",435
"2014-1",626
"2014-2",524
"2015-1",545
"2015-2",554
"2016-1",581
"2016-2",607
"2017-1",692
"2017-2",760
"2018-1",871
"2018-2",970
"2019-1",1036
