"Periodo";"Total"
"2009-1";2252
"2009-2";2270
"2010-1";2209
"2010-2";2205
"2011-1";2310
"2011-2";2350
"2012-1";2506
"2012-2";2642
"2013-1";2709
"2013-2";2696
"2014-1";2617
"2014-2";2746
"2015-1";2780
"2015-2";2798
"2016-1";2869
"2016-2";2826
"2017-1";2814
"2017-2";2727
"2018-1";2632
"2018-2";2583
"2019-1";2545
"2019-2";2589
"2020-1";2634
"2020-2";2752
