"Periodo";"Total"
"2009-1";2139
"2009-2";1330
"2010-1";2387
"2010-2";1270
"2011-1";1802
"2011-2";1468
"2012-1";1182
"2012-2";1703
"2013-1";1217
"2013-2";1684
"2014-1";1349
"2014-2";1558
"2015-1";1433
"2015-2";1760
"2016-1";1673
"2016-2";1724
"2017-1";1880
"2017-2";1749
"2018-1";1796
"2018-2";1722
"2019-1";575
"2019-2";2885
"2020-1";1801
"2020-2";1381
