"Periodo";"Total"
"2014-2";940
"2015-1";922
"2015-2";1013
"2016-1";986
"2016-2";829
"2017-1";979
"2017-2";900
"2018-1";1004
"2018-2";834
"2019-1";1218
"2019-2";739
"2020-1";768
"2020-2";849
"2021-1";613
