"Periodo","Total"
"2008-2",212
"2009-2",159
"2010-1",335
"2010-2",252
"2011-1",403
"2011-2",271
"2012-1",696
"2012-2",255
"2013-1",550
"2013-2",373
"2014-1",532
"2014-2",311
"2015-1",440
"2015-2",343
"2016-1",432
"2016-2",242
"2017-1",737
"2017-2",377
"2018-1",771
"2018-2",842
"2019-1",957
"2019-2",309
"2020-1",834
"2020-2",667
