"Periodo";"Total"
"2008-1";5695
"2008-2";5481
"2009-1";5515
"2009-2";5485
"2010-1";6467
"2010-2";5823
"2011-1";6703
"2011-2";5709
"2012-1";6592
"2012-2";5586
"2013-1";6322
"2013-2";5034
"2014-1";5588
"2014-2";5727
"2015-1";6365
"2015-2";5622
"2016-1";6442
"2016-2";5882
"2017-1";6713
"2017-2";5923
"2018-1";7196
"2018-2";6283
"2019-1";6951
"2019-2";6163
"2020-1";7003
"2020-2";5839
"2021-1";6638
