"Periodo","Hombres","Mujeres"
"2013-1",0,0
"2013-2",0,1
"2014-1",0,0
"2014-2",1,0
"2015-1",0,0
"2015-2",7,0
"2016-1",1,0
"2016-2",7,3
"2017-1",9,6
"2017-2",6,12
"2018-1",9,9
"2018-2",8,4
"2019-1",2,3
"2019-2",20,22
"2020-1",17,17
