"Periodo";"Total"
"2008-1";57178
"2008-2";37651
"2009-1";56002
"2009-2";37173
"2010-1";66483
"2010-2";40433
"2011-1";70631
"2011-2";44742
"2012-1";72001
"2012-2";34808
"2013-1";68802
"2013-2";41149
"2014-1";67055
"2014-2";38639
"2015-1";63320
"2015-2";41359
"2016-1";67706
"2016-2";38858
"2017-1";70727
"2017-2";43240
"2018-1";68409
"2018-2";44188
"2019-1";75681
"2019-2";39844
"2020-1";61884
"2020-2";40465
"2021-1";58729
