"Periodo";"Total"
"2009-1";172
"2009-2";188
"2010-1";152
"2010-2";152
"2011-1";162
"2011-2";75
"2012-1";87
"2012-2";140
"2013-1";138
"2013-2";151
"2014-1";119
"2014-2";144
"2015-1";173
"2015-2";153
"2016-1";174
"2016-2";192
"2017-1";186
"2017-2";217
"2018-1";268
"2018-2";235
"2019-1";114
"2019-2";217
"2020-1";143
"2020-2";157
