"Periodo","Total"
"2013-1",0
"2013-2",1
"2014-1",0
"2014-2",1
"2015-1",2
"2015-2",3
"2016-1",3
"2016-2",9
"2017-1",9
"2017-2",8
"2018-1",4
"2018-2",13
"2019-1",2
"2019-2",21
"2020-1",4
