"Periodo";"Total"
"2009-1";4216
"2009-2";4145
"2010-1";5096
"2010-2";4737
"2011-1";5385
"2011-2";3746
"2012-1";5051
"2012-2";4738
"2013-1";5062
"2013-2";4284
"2014-1";4278
"2014-2";4842
"2015-1";4913
"2015-2";4719
"2016-1";4860
"2016-2";4964
"2017-1";5013
"2017-2";4931
"2018-1";5388
"2018-2";5133
"2019-1";5370
"2019-2";5231
"2020-1";5290
"2020-2";5129
