"Periodo";"Total"
"2009-1";732
"2009-2";301
"2010-1";852
"2010-2";622
"2011-1";650
"2011-2";191
"2012-1";561
"2012-2";708
"2013-1";625
"2013-2";609
"2014-1";593
"2014-2";624
"2015-1";630
"2015-2";685
"2016-1";641
"2016-2";611
"2017-1";628
"2017-2";631
"2018-1";601
"2018-2";678
"2019-1";234
"2019-2";979
"2020-1";613
"2020-2";156
