"Periodo","Total"
"2015-1",493
"2015-2",662
"2016-1",1270
"2016-2",668
"2017-1",1108
"2017-2",966
"2018-1",2115
"2018-2",1262
"2019-1",3548
"2019-2",957
"2020-1",1725
"2020-2",1474
