"Periodo","Total"
"2014-1",4
"2014-2",6
"2015-1",15
"2015-2",14
"2016-1",15
"2016-2",20
"2017-1",19
"2017-2",22
"2018-1",28
"2018-2",29
"2019-1",8
"2019-2",56
