"Periodo";"Total"
"2009-1";4090
"2009-2";4015
"2010-1";4159
"2010-2";4009
"2011-1";4162
"2011-2";4131
"2012-1";4379
"2012-2";4472
"2013-1";4646
"2013-2";4603
"2014-1";4561
"2014-2";4686
"2015-1";4825
"2015-2";4762
"2016-1";4930
"2016-2";4877
"2017-1";4908
"2017-2";4851
"2018-1";4797
"2018-2";4771
"2019-1";4757
"2019-2";4778
"2020-1";4889
"2020-2";4924
