"Periodo","Estrato 2 o menos","Estrato 3","Estrato 4 o más","ND/NE"
"2013-1",0,0,0,0
"2013-2",0,1,0,0
"2014-1",0,0,0,0
"2014-2",1,0,0,0
"2015-1",0,1,0,1
"2015-2",1,1,0,1
"2016-1",1,0,0,2
"2016-2",3,1,0,5
"2017-1",1,2,0,6
"2017-2",2,1,0,5
"2018-1",0,1,0,3
"2018-2",4,3,1,5
"2019-1",0,1,0,1
"2019-2",3,7,1,10
"2020-1",2,0,0,2
