"Periodo","Total"
"2008-2",19
"2009-1",40
"2009-2",7
"2010-1",50
"2010-2",15
"2011-1",40
"2011-2",15
"2012-1",40
"2012-2",12
"2013-1",36
"2013-2",19
"2014-1",18
"2014-2",8
"2015-1",34
"2015-2",5
"2016-1",39
"2016-2",20
"2017-1",45
"2017-2",24
"2018-1",64
"2018-2",17
"2019-1",84
"2019-2",9
"2020-1",43
"2020-2",39
