"Periodo";"Total"
"2009-1";1239
"2009-2";1198
"2010-1";1451
"2010-2";1319
"2011-1";1515
"2011-2";986
"2012-1";1293
"2012-2";1111
"2013-1";1174
"2013-2";1158
"2014-1";1151
"2014-2";1337
"2015-1";1323
"2015-2";1274
"2016-1";1296
"2016-2";1401
"2017-1";1284
"2017-2";1357
"2018-1";1272
"2018-2";1364
"2019-1";1348
"2019-2";1341
"2020-1";1172
"2020-2";1233
