"Periodo";"Total"
"2008-1";370
"2008-2";377
"2009-1";0
"2009-2";376
"2010-1";354
"2010-2";312
"2011-1";425
"2011-2";355
"2012-1";526
"2012-2";393
"2013-1";406
"2013-2";274
"2014-1";365
"2014-2";398
"2015-1";393
"2015-2";325
"2016-1";424
"2016-2";326
"2017-1";311
"2017-2";326
"2018-1";331
"2018-2";316
"2019-1";322
"2019-2";318
"2020-1";343
"2020-2";333
"2021-1";352
