"Periodo";"Total"
"2014-2";29111
"2015-1";46505
"2015-2";31064
"2016-1";48399
"2016-2";28980
"2017-1";50313
"2017-2";31923
"2018-1";47403
"2018-2";30911
"2019-1";51333
"2019-2";28820
"2020-1";42897
"2020-2";27569
"2021-1";43114
