"Periodo";"Total"
"2009-1";3458
"2009-2";2200
"2010-1";3795
"2010-2";2395
"2011-1";2918
"2011-2";2058
"2012-1";2082
"2012-2";2837
"2013-1";2274
"2013-2";2741
"2014-1";2341
"2014-2";2583
"2015-1";2555
"2015-2";2910
"2016-1";2839
"2016-2";2868
"2017-1";3062
"2017-2";2960
"2018-1";3018
"2018-2";2937
"2019-1";1012
"2019-2";4601
"2020-1";2963
"2020-2";2006
